OBJECTID,ZONING_,ZONING_REP,ZONING_DET,PD_Type,SDD,SDD_SECTIO,Comment,Applicatio,Resolution,Ordinance,OrdinanceU,Zoning
1282,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1283,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1284,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1285,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1286,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1287,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1288,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1289,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1290,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1291,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1292,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1293,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1294,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1295,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1296,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1297,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1298,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1299,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1300,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1301,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1302,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1303,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1304,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1305,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1306,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1307,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1308,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1309,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1310,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1311,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1312,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1313,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1314,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1315,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1316,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1317,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1318,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1319,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1320,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1321,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1322,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1323,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1324,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1325,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1326,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1327,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1328,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1329,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1330,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1331,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1332,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1333,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1334,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1335,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1336,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1337,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1338,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1339,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1340,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1341,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1342,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1343,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1344,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1345,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1346,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1347,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1348,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1349,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1350,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1351,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1352,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1353,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1354,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1355,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1356,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1357,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1358,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1359,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1360,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1361,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1362,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1363,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1364,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1365,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1366,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1367,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1368,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1369,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1370,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1371,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1372,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1373,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1374,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1375,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1376,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1377,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1378,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1379,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1380,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1381,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1382,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1383,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1384,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1385,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1386,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1387,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1388,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1389,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1390,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1391,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1392,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1393,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1394,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1395,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1396,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1397,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1398,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1399,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1400,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1401,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1402,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1403,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1404,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1405,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1406,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1407,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1408,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1409,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1410,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1411,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1412,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1413,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1414,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1415,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1416,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1417,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1418,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1419,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1420,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1421,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1422,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1423,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1424,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1425,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1426,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1427,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1428,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1429,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1430,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1431,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1432,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1433,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1434,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1435,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1436,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1437,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1438,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1439,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1440,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1441,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1442,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1443,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1444,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1445,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1446,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1447,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1448,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1449,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1450,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1451,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1452,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1453,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1454,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1455,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1456,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1457,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1458,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1459,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1460,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1461,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1462,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1463,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1464,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1465,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1466,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1467,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1468,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1469,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1470,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1471,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1472,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1473,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1474,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1475,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1476,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1477,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1478,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
1479,RS,Single Family Residential,"Single Family Residential - Min. Lot Size - 5,000 Sq Ft",NA,NA,NA,NA,NA,NA,NA,NA,1
